    1       0.00000000      4.68915930      0.99900001      0.85368059      0.00000000      0.00000000
 
    1       0.01077217      4.81608577      0.99900001      0.86656658      0.00000000      0.05000000
 
    1       0.02154435      4.94301223      0.99900001      0.87851201      0.00000000      0.10000000
 
    1       0.03231652      5.07384359      0.99900001      0.88985955      0.00000000      0.15000000
 
    1       0.04308869      5.22367436      0.99900001      0.90168661      0.00000000      0.20000000
 
    1       0.05386087      5.37350513      0.99900001      0.91231393      0.00000000      0.25000000
 
    1       0.06463304      5.51105842      0.99900001      0.92117957      0.00000000      0.30000000
 
    1       0.07540521      5.62488215      0.99900001      0.92789835      0.00000000      0.35000000
 
    1       0.08617739      5.73870589      0.99900001      0.93412259      0.00000000      0.40000000
 
    1       0.09694956      5.87135473      0.99900001      0.94069486      0.00000000      0.45000000
 
    1       0.10772173      6.02198490      0.99900001      0.94741524      0.00000000      0.50000000
 
    1       0.11849391      6.17261508      0.99900001      0.95342486      0.00000000      0.55000000
 
    1       0.12926608      6.30538416      0.99900001      0.95819153      0.00000000      0.60000000
 
    1       0.14003825      6.42982313      0.99900001      0.96224788      0.00000000      0.65000000
 
    1       0.15081043      6.55426209      0.99900001      0.96593564      0.00000000      0.70000000
 
    1       0.16158260      6.64560311      0.99900001      0.96842329      0.00000000      0.75000000
 
    1       0.17235478      6.73121465      0.99900001      0.97060566      0.00000000      0.80000000
 
    1       0.18312695      6.81778202      0.99900001      0.97267355      0.00000000      0.85000000
 
    1       0.19389912      6.94508856      0.99900001      0.97547382      0.00000000      0.90000000
 
    1       0.20467130      7.07239510      0.99900001      0.97800556      0.00000000      0.95000000
 
    1       0.21544347      7.19281137      0.99900001      0.98017174      0.00000000      1.00000000
 
    1       0.22621564      7.28449303      0.99900001      0.98168295      0.00000000      1.05000000
 
    1       0.23698782      7.37617470      0.99900001      0.98308299      0.00000000      1.10000000
 
    1       0.24775999      7.46736982      0.99900001      0.98437241      0.00000000      1.15000000
 
    1       0.25853216      7.55771443      0.99900001      0.98555492      0.00000000      1.20000000
 
    1       0.26930434      7.64805905      0.99900001      0.98664919      0.00000000      1.25000000
 
    1       0.01077217      4.68915930      0.99900001      0.85361798      0.05000000      0.00000000
 
    1       0.01523415      4.81608577      0.99900001      0.86647547      0.05000000      0.05000000
 
    1       0.02408731      4.94301223      0.99900001      0.87842568      0.05000000      0.10000000
 
    1       0.03406460      5.07384359      0.99900001      0.88978125      0.05000000      0.15000000
 
    1       0.04441481      5.22367436      0.99900001      0.90162754      0.05000000      0.20000000
 
    1       0.05492752      5.37350513      0.99900001      0.91226909      0.05000000      0.25000000
 
    1       0.06552457      5.51105842      0.99900001      0.92113560      0.05000000      0.30000000
 
    1       0.07617077      5.62488215      0.99900001      0.92786020      0.05000000      0.35000000
 
    1       0.08684804      5.73870589      0.99900001      0.93409473      0.05000000      0.40000000
 
    1       0.09754618      5.87135473      0.99900001      0.94067310      0.05000000      0.45000000
 
    1       0.10825900      6.02198490      0.99900001      0.94739771      0.05000000      0.50000000
 
    1       0.11898254      6.17261508      0.99900001      0.95340864      0.05000000      0.55000000
 
    1       0.12971415      6.30538416      0.99900001      0.95817501      0.05000000      0.60000000
 
    1       0.14045196      6.42982313      0.99900001      0.96223115      0.05000000      0.65000000
 
    1       0.15119466      6.55426209      0.99900001      0.96592017      0.05000000      0.70000000
 
    1       0.16194128      6.64560311      0.99900001      0.96840857      0.05000000      0.75000000
 
    1       0.17269108      6.73121465      0.99900001      0.97058833      0.05000000      0.80000000
 
    1       0.18344350      6.81778202      0.99900001      0.97265468      0.05000000      0.85000000
 
    1       0.19419812      6.94508856      0.99900001      0.97545429      0.05000000      0.90000000
 
    1       0.20495458      7.07239510      0.99900001      0.97798677      0.05000000      0.95000000
 
    1       0.21571261      7.19281137      0.99900001      0.98015454      0.05000000      1.00000000
 
    1       0.22647198      7.28449303      0.99900001      0.98166731      0.05000000      1.05000000
 
    1       0.23723251      7.37617470      0.99900001      0.98306913      0.05000000      1.10000000
 
    1       0.24799406      7.46736982      0.99900001      0.98436045      0.05000000      1.15000000
 
    1       0.25875649      7.55771443      0.99900001      0.98554497      0.05000000      1.20000000
 
    1       0.26951969      7.64805905      0.99900001      0.98664133      0.05000000      1.25000000
 
    1       0.02154435      4.68915930      0.99900001      0.85343015      0.10000000      0.00000000
 
    1       0.02408731      4.81608577      0.99900001      0.86626484      0.10000000      0.05000000
 
    1       0.03046831      4.94301223      0.99900001      0.87822570      0.10000000      0.10000000
 
    1       0.03883962      5.07384359      0.99900001      0.88959456      0.10000000      0.15000000
 
    1       0.04817462      5.22367436      0.99900001      0.90146427      0.10000000      0.20000000
 
    1       0.05800993      5.37350513      0.99900001      0.91213317      0.10000000      0.25000000
 
    1       0.06812921      5.51105842      0.99900001      0.92100454      0.10000000      0.30000000
 
    1       0.07842261      5.62488215      0.99900001      0.92773913      0.10000000      0.35000000
 
    1       0.08882962      5.73870589      0.99900001      0.93394393      0.10000000      0.40000000
 
    1       0.09931453      5.87135473      0.99900001      0.94057901      0.10000000      0.45000000
 
    1       0.10985505      6.02198490      0.99900001      0.94731433      0.10000000      0.50000000
 
    1       0.12043656      6.17261508      0.99900001      0.95333265      0.10000000      0.55000000
 
    1       0.13104915      6.30538416      0.99900001      0.95810355      0.10000000      0.60000000
 
    1       0.14168582      6.42982313      0.99900001      0.96216337      0.10000000      0.65000000
 
    1       0.15234154      6.55426209      0.99900001      0.96585683      0.10000000      0.70000000
 
    1       0.16301256      6.64560311      0.99900001      0.96834973      0.10000000      0.75000000
 
    1       0.17369608      6.73121465      0.99900001      0.97052974      0.10000000      0.80000000
 
    1       0.18438991      6.81778202      0.99900001      0.97259647      0.10000000      0.85000000
 
    1       0.19509236      6.94508856      0.99900001      0.97539813      0.10000000      0.90000000
 
    1       0.20580208      7.07239510      0.99900001      0.97793395      0.10000000      0.95000000
 
    1       0.21651801      7.19281137      0.99900001      0.98010563      0.10000000      1.00000000
 
    1       0.22723925      7.28449303      0.99900001      0.98162168      0.10000000      1.05000000
 
    1       0.23796509      7.37617470      0.99900001      0.98302692      0.10000000      1.10000000
 
    1       0.24869494      7.46736982      0.99900001      0.98432171      0.10000000      1.15000000
 
    1       0.25942829      7.55771443      0.99900001      0.98550966      0.10000000      1.20000000
 
    1       0.27016474      7.64805905      0.99900001      0.98660948      0.10000000      1.25000000
 
    1       0.03231652      4.68915930      0.99900001      0.85311711      0.15000000      0.00000000
 
    1       0.03406460      4.81608577      0.99900001      0.86593476      0.15000000      0.05000000
 
    1       0.03883962      4.94301223      0.99900001      0.87791223      0.15000000      0.10000000
 
    1       0.04570246      5.07384359      0.99900001      0.88929984      0.15000000      0.15000000
 
    1       0.05386087      5.22367436      0.99900001      0.90119762      0.15000000      0.20000000
 
    1       0.06281203      5.37350513      0.99900001      0.91190643      0.15000000      0.25000000
 
    1       0.07226194      5.51105842      0.99900001      0.92078668      0.15000000      0.30000000
 
    1       0.08203843      5.62488215      0.99900001      0.92753525      0.15000000      0.35000000
 
    1       0.09203749      5.73870589      0.99900001      0.93375621      0.15000000      0.40000000
 
    1       0.10219381      5.87135473      0.99900001      0.94041246      0.15000000      0.45000000
 
    1       0.11246479      6.02198490      0.99900001      0.94716489      0.15000000      0.50000000
 
    1       0.12282167      6.17261508      0.99900001      0.95319672      0.15000000      0.55000000
 
    1       0.13324443      6.30538416      0.99900001      0.95797704      0.15000000      0.60000000
 
    1       0.14371872      6.42982313      0.99900001      0.96204457      0.15000000      0.65000000
 
    1       0.15423405      6.55426209      0.99900001      0.96574584      0.15000000      0.70000000
 
    1       0.16478257      6.64560311      0.99900001      0.96824528      0.15000000      0.75000000
 
    1       0.17535828      6.73121465      0.99900001      0.97043000      0.15000000      0.80000000
 
    1       0.18595655      6.81778202      0.99900001      0.97249902      0.15000000      0.85000000
 
